<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-11x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-10)(x+10)(x+10)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-10)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,-11<span>/</span>4,33<span>/</span>4,-33<span>/</span>4,55,1,Rearrange the equation in the form<br/> -11x<sup>2</sup> = A(x+10)(x+10) + B(x-10)(x+10) + C(x-10),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 10 to get the<br/> value of A",7,1,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one,The selected answer is the value of C and not A. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>2x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+1)(x+11)(x+11)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+1)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,1<span>/</span>50,-1<span>/</span>50,11<span>/</span>5,28,2,Rearrange the equation in the form<br/> 2x = A(x+11)(x+11) + B(x+1)(x+11) + C(x+1),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -1 to get the<br/> value of A",7,1,The selected answer is the value of B and not A. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-10x<sup>2</sup>+4</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+10)(x)(x)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,-249<span>/</span>25,1<span>/</span>25,2<span>/</span>5,-1<span>/</span>25,1,Rearrange the equation in the form<br/> -10x<sup>2</sup>+4 = A(x)(x) + B(x+10)(x) + C(x+10),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -10 to get the<br/> value of A",7,1,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-7</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+6)(x+10)(x+10)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+6)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,7<span>/</span>16,-7<span>/</span>16,7<span>/</span>4,-7<span>/</span>4,2,Rearrange the equation in the form<br/> -7 = A(x+10)(x+10) + B(x+6)(x+10) + C(x+6),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -6 to get the<br/> value of A",7,1,The selected answer is the value of B and not A. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>4</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+4)(x+1)(x+1)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+4)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+1)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+1)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,-4<span>/</span>3,-4<span>/</span>9,4<span>/</span>3,4<span>/</span>9,2,Rearrange the equation in the form<br/> 4 = A(x+1)(x+1) + B(x+4)(x+1) + C(x+4),"Based on the above hint , you need to substitute the value of<br/> x = -4 to get the value of A . Substitute the value of A in the<br/> equation and put x = -1 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,1,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not B. Let's try the next one,The selected answer is the value of A and not B. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>4</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-10)(x+8)(x+8)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-10)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+8)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+8)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,-1<span>/</span>81,2<span>/</span>9,-2<span>/</span>9,1<span>/</span>81,1,Rearrange the equation in the form<br/> 4 = A(x+8)(x+8) + B(x-10)(x+8) + C(x-10),"Based on the above hint , you need to substitute the value of<br/> x = 10 to get the value of A . Substitute the value of A in the<br/> equation and put x = -8 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,1,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of C and not B. Let's try the next one,The selected answer is the value of A and not B. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-6x<sup>2</sup>+8x-12</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-8)(x+9)(x+9)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-8)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+9)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+9)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,-85<span>/</span>74,570<span>/</span>17,-359<span>/</span>74,359<span>/</span>74,3,Rearrange the equation in the form<br/> -6x<sup>2</sup>+8x-12 = A(x+9)(x+9) + B(x-8)(x+9) + C(x-8),"Based on the above hint , you need to substitute the value of<br/> x = 8 to get the value of A . Substitute the value of A in the<br/> equation and put x = -9 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,1,The selected answer is the value of A and not B. Let's try the next one,The selected answer is the value of C and not B. Let's try the next one,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>7x<sup>2</sup>+12x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+4)(x+6)(x+6)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+4)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+6)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+6)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,16,-9,9,-90,4,Rearrange the equation in the form<br/> 7x<sup>2</sup>+12x = A(x+6)(x+6) + B(x+4)(x+6) + C(x+4),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -6 to get the<br/> value of C",7,1,The selected answer is the value of A and not C. Let's try the next one,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-10x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(x-4)(x-4)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-2)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-4)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-4)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,0,80,-80,-10,3,Rearrange the equation in the form<br/> -10x<sup>2</sup> = A(x-4)(x-4) + B(x-2)(x-4) + C(x-2),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 4 to get the<br/> value of C",7,1,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of A and not C. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>7x<sup>2</sup>-9x+4</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+5)(x+9)(x+9)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+5)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+9)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+9)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,-163,-7,163,14,1,Rearrange the equation in the form<br/> 7x<sup>2</sup>-9x+4 = A(x+9)(x+9) + B(x+5)(x+9) + C(x+5),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -9 to get the<br/> value of C",7,1,Your answer is correct! Let's try the next one,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not C. Let's try the next one
